ticker,company_name,exchange,country,priority
DBL,DoubleLine Opportunistic Credit Fund Common Shares of Beneficial Interest,N,US,9000
DBRG,"DigitalBridge Group, Inc.",N,US,9000
DBVT,DBV Technologies S.A. - American Depositary Shares,NASDAQ,US,9000
DBX,"Dropbox, Inc. - Class A Common Stock",NASDAQ,US,9000
DC,Dakota Gold Corp. Common Stock,A,US,9000
DCBG,"Dime Commercial Bancshares, Inc. 9.000% Junior Subordinated Notes",N,US,9000
DCBO,Docebo Inc. - Common Shares,NASDAQ,US,9000
DCGO,DocGo Inc. - Common Stock,NASDAQ,US,9000
DCH,Dauch Corporation Common Stock,N,US,9000
DCI,"Donaldson Company, Inc. Common Stock",N,US,9000
DCO,Ducommun Incorporated Common Stock,N,US,9000
DCOM,"Dime Commercial Bancshares, Inc. Common Stock",N,US,9000
DCOY,Decoy Therapeutics Inc. - Common Stock,NASDAQ,US,9000
DCTH,"Delcath Systems, Inc. - Common Stock",NASDAQ,US,9000
DCX,Digital Currency X Technology Inc. - Class A Ordinary Shares,NASDAQ,US,9000
DD,"DuPont de Nemours, Inc. Common Stock",N,US,9000
DDC,DDC Enterprise Limited Class A Ordinary Shares,A,US,9000
DDD,3D Systems Corporation Common Stock,N,US,9000
DDI,"DoubleDown Interactive Co., Ltd. - American Depository Shares",NASDAQ,US,9000
DDL,Dingdong (Cayman) Limited American Depositary Shares (each two representing three Ordinary Shares),N,US,9000
DDOG,"Datadog, Inc. - Class A Common Stock",NASDAQ,US,9000
DDS,"Dillard's, Inc. Common Stock",N,US,9000
DDT,Dillard's Capital Trust I,N,US,9000
DEA,"Easterly Government Properties, Inc. Common Stock",N,US,9000
DEC,Diversified Energy Company Common Stock,N,US,9000
DECK,Deckers Outdoor Corporation Common Stock,N,US,9000
DEFT,"Defi Technologies, Inc. - Common Stock",NASDAQ,US,9000
DEI,"Douglas Emmett, Inc. Common Stock",N,US,9000
DELL,Dell Technologies Inc. Class C Common Stock ,N,US,9000
DEO,Diageo plc Common Stock,N,US,9000
DERM,Journey Medical Corporation - Common Stock,NASDAQ,US,9000
DETX,"Liberty Defense Holdings, Ltd. - Common Shares",NASDAQ,US,9000
DEVS,DevvStream Corp. - Common Stock,NASDAQ,US,9000
DFDV,DeFi Development Corp. - Common Stock,NASDAQ,US,9000
DFDVW,DeFi Development Corp. - Warrant,NASDAQ,US,9000
DFH,"Dream Finders Homes, Inc. Class A Common Stock",N,US,9000
DFIN,"Donnelley Financial Solutions, Inc. Common Stock ",N,US,9000
DFLI,Dragonfly Energy Holdings Corp - Common Stock,NASDAQ,US,9000
DFLIW,Dragonfly Energy Holdings Corp - Warrant,NASDAQ,US,9000
DFNS,T3 Defense Inc. - Common Stock,NASDAQ,US,9000
DFNSW,T3 Defense Inc. - Warrants,NASDAQ,US,9000
DFP,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc. Common Stock,N,US,9000
DFSC,"DEFSEC Technologies Inc. - common stock, no R/S concurrent with offering",NASDAQ,US,9000
DFSCW,DEFSEC Technologies Inc. - warrant,NASDAQ,US,9000
DFTX,"Definium Therapeutics, Inc.  - Common Shares",NASDAQ,US,9000
DG,Dollar General Corporation Common Stock,N,US,9000
DGAC.U,"Disciplined Growth Acquisition Corporation Units, each consisting of one Class A Ordinary Share and one Right",N,US,9000
DGICA,"Donegal Group, Inc. - Class A Common Stock",NASDAQ,US,9000
DGICB,"Donegal Group, Inc. - Class B Common Stock",NASDAQ,US,9000
DGII,Digi International Inc. - Common Stock,NASDAQ,US,9000
DGNX,Diginex Limited - Ordinary Shares,NASDAQ,US,9000
DGP,"DB Gold Double Long ETN due February 15, 2038",P,US,9000
DGX,Quest Diagnostics Incorporated Common Stock,N,US,9000
DGXX,Digi Power X Inc. - Common Subordinate Voting Shares,NASDAQ,US,9000
DGZ,"DB Gold Short ETN due February 15, 2038",P,US,9000
DH,Definitive Healthcare Corp. - Class A Common Stock,NASDAQ,US,9000
DHC,Diversified Healthcare Trust  - Common Shares of Beneficial Interest,NASDAQ,US,9000
DHCNI,Diversified Healthcare Trust  - 5.625% Senior Notes due 2042,NASDAQ,US,9000
DHCNL,Diversified Healthcare Trust  - 6.25% Senior Notes Due 2046,NASDAQ,US,9000
DHF,BNY Mellon High Yield Strategies Fund Common Stock,N,US,9000
DHI,"D.R. Horton, Inc. Common Stock",N,US,9000
DHT,"DHT Holdings, Inc.",N,US,9000
DHX,"DHI Group, Inc. Common Stock",N,US,9000
DHY,Credit Suisse High Yield Credit Fund Common Stock,A,US,9000
DIBS,"1stdibs.com, Inc. - Common Stock",NASDAQ,US,9000
DIN,"Dine Brands Global, Inc. Common Stock",N,US,9000
DINO,HF Sinclair Corporation Common Stock,N,US,9000
DIOD,Diodes Incorporated - Common Stock,NASDAQ,US,9000
DIT,AMCON Distributing Company Common Stock,A,US,9000
DJCO,Daily Journal Corp. (S.C.) - Common Stock,NASDAQ,US,9000
DJP,iPath Bloomberg Commodity Index Total Return ETN,P,US,9000
DJT,Trump Media & Technology Group Corp. - Common Stock,NASDAQ,US,9000
DJTWW,Trump Media & Technology Group Corp. - Warrants,NASDAQ,US,9000
DK,"Delek US Holdings, Inc. Common Stock",N,US,9000
DKI,DarkIris Inc. - Class A Ordinary Shares,NASDAQ,US,9000
DKL,"Delek Logistics Partners, L.P. Common Units representing Limited Partner Interests",N,US,9000
DKNG,DraftKings Inc. - Class A Common Stock,NASDAQ,US,9000
DKS,Dick's Sporting Goods Inc Common Stock,N,US,9000
DLB,Dolby Laboratories Common Stock,N,US,9000
DLHC,DLH Holdings Corp. - Common Stock,NASDAQ,US,9000
DLNG,Dynagas LNG Partners LP Common Units,N,US,9000
DLO,DLocal Limited - Class A Common Shares,NASDAQ,US,9000
DLPN,"Dolphin Entertainment, Inc. - Common Stock",NASDAQ,US,9000
DLR,"Digital Realty Trust, Inc. Common Stock",N,US,9000
DLTH,Duluth Holdings Inc. - Class B Common Stock,NASDAQ,US,9000
DLTR,"Dollar Tree, Inc. - Common Stock",NASDAQ,US,9000
DLX,Deluxe Corporation Common Stock,N,US,9000
DLXY,Delixy Holdings Limited - Class A Ordinary Shares,NASDAQ,US,9000
DLY,DoubleLine Yield Opportunities Fund Common Shares of Beneficial Interest,N,US,9000
DMA,Destra Multi-Alternative Fund Common Stock,N,US,9000
DMAA,Drugs Made In America Acquisition Corp. - Ordinary Shares,NASDAQ,US,9000
DMAAR,Drugs Made In America Acquisition Corp. - Rights,NASDAQ,US,9000
DMAAU,Drugs Made In America Acquisition Corp. - Units,NASDAQ,US,9000
DMAC,DiaMedica Therapeutics Inc. - Common Stock,NASDAQ,US,9000
DMB,"BNY Mellon Municipal Bond Infrastructure Fund, Inc. Common Stock",N,US,9000
DMII,Drugs Made In America Acquisition II Corp. - Ordinary Shares,NASDAQ,US,9000
DMIIR,Drugs Made In America Acquisition II Corp. - Right,NASDAQ,US,9000
DMIIU,Drugs Made In America Acquisition II Corp. - Unit,NASDAQ,US,9000
DMLP,"Dorchester Minerals, L.P. - Common Units Representing Limited Partnership Interests",NASDAQ,US,9000
DMO,Western Asset Mortgage Opportunity Fund Inc. Common Stock,N,US,9000
DMRA,"Damora Therapeutics, Inc. - Common Stock",NASDAQ,US,9000
DMRC,Digimarc Corporation - Common Stock,NASDAQ,US,9000
DNA,"Ginkgo Bioworks Holdings, Inc. Class A Common Stock",N,US,9000
DNLI,Denali Therapeutics Inc. - Common Stock,NASDAQ,US,9000
DNMX,Dynamix Corporation III - Class A Ordinary Shares,NASDAQ,US,9000
DNMXU,Dynamix Corporation III - Unit,NASDAQ,US,9000
DNMXW,Dynamix Corporation III - Warrants,NASDAQ,US,9000
DNN,Denison Mines Corp Ordinary Shares (Canada),A,US,9000
DNOW,DNOW Inc. Common Stock,N,US,9000
DNP,"DNP Select Income Fund, Inc. Common Stock",N,US,9000
DNTH,"Dianthus Therapeutics, Inc. - Common Stock",NASDAQ,US,9000
DNUT,"Krispy Kreme, Inc. - Common Stock",NASDAQ,US,9000
DOC,"Healthpeak Properties, Inc. Common Stock",N,US,9000
DOCN,"DigitalOcean Holdings, Inc. Common Stock",N,US,9000
DOCS,"Doximity, Inc. Class A Common Stock",N,US,9000
DOCU,"DocuSign, Inc. - Common Stock",NASDAQ,US,9000
DOGZ,Dogness (International) Corporation - Class A Common Stock,NASDAQ,US,9000
DOLE,Dole plc Ordinary Shares,N,US,9000
DOMH,Dominari Holdings Inc. - Common Stock,NASDAQ,US,9000
DOMO,"Domo, Inc. - Class B Common Stock",NASDAQ,US,9000
DOO,BRP Inc. - Common Subordinate Voting Shares,NASDAQ,US,9000
DORM,"Dorman Products, Inc. - Common Stock",NASDAQ,US,9000
DOUG,Douglas Elliman Inc. Common Stock,N,US,9000
DOV,Dover Corporation Common Stock,N,US,9000
DOW,Dow Inc. Common Stock ,N,US,9000
DOX,Amdocs Limited - Ordinary Shares,NASDAQ,US,9000
DOYU,DouYu International Holdings Limited - American Depositary Shares,NASDAQ,US,9000
DPG,Duff & Phelps Utility and Infrastructure Fund Inc.,N,US,9000
DPRO,Draganfly Inc. - Common Shares,NASDAQ,US,9000
DPZ,Domino's Pizza Inc - Common Stock,NASDAQ,US,9000
DQ,"DAQO New Energy Corp. American Depositary Shares, each representing five ordinary shares",N,US,9000
DRCT,"Direct Digital Holdings, Inc. - Class A Common Stock",NASDAQ,US,9000
DRD,DRDGOLD Limited American Depositary Shares,N,US,9000
DRDB,Roman DBDR Acquisition Corp. II - Ordinary shares,NASDAQ,US,9000
DRDBU,Roman DBDR Acquisition Corp. II - Unit,NASDAQ,US,9000
DRDBW,Roman DBDR Acquisition Corp. II - Warrants,NASDAQ,US,9000
DRH,Diamondrock Hospitality Company - Common Stock,NASDAQ,US,9000
DRI,"Darden Restaurants, Inc. Common Stock",N,US,9000
DRIO,DarioHealth Corp. - Common Stock,NASDAQ,US,9000
DRMA,"Dermata Therapeutics, Inc. - Common Stock",NASDAQ,US,9000
DRMAW,"Dermata Therapeutics, Inc. - Warrant",NASDAQ,US,9000
DRS,"Leonardo DRS, Inc. - Common Stock",NASDAQ,US,9000
DRTS,Alpha Tau Medical Ltd. - Ordinary Shares,NASDAQ,US,9000
DRTSW,Alpha Tau Medical Ltd. - Warrant,NASDAQ,US,9000
DRUG,Bright Minds Biosciences Inc. - common stock,NASDAQ,US,9000
DRVN,Driven Brands Holdings Inc. - Common Stock,NASDAQ,US,9000
DSAC,Daedalus Special Acquisition Corp. - Class A Ordinary Shares,NASDAQ,US,9000
DSACU,Daedalus Special Acquisition Corp. - Unit,NASDAQ,US,9000
DSACW,Daedalus Special Acquisition Corp. - Warrant,NASDAQ,US,9000
DSGN,"Design Therapeutics, Inc. - Common Stock",NASDAQ,US,9000
DSGR,"Distribution Solutions Group, Inc. - Common Stock",NASDAQ,US,9000
DSGX,The Descartes Systems Group Inc. - Common Stock,NASDAQ,US,9000
DSL,DoubleLine Income Solutions Fund Common Shares of Beneficial Interests,N,US,9000
DSM,"BNY Mellon Strategic Municipal Bond Fund, Inc. Common Stock",N,US,9000
DSP,Viant Technology Inc. - common stock,NASDAQ,US,9000
DSS,"DSS, Inc. Common Stock",A,US,9000
DSU,"Blackrock Debt Strategies Fund, Inc. Common Stock",N,US,9000
DSWL,"Deswell Industries, Inc. - Common Shares",NASDAQ,US,9000
DSX,Diana Shipping inc. common stock,N,US,9000
DSX.W,Diana Shipping inc. Warrants,N,US,9000
DSY,Big Tree Cloud Holdings Limited - Class A Ordinary Shares,NASDAQ,US,9000
DSYWW,Big Tree Cloud Holdings Limited - Warrants,NASDAQ,US,9000
DT,"Dynatrace, Inc. Common Stock",N,US,9000
DTB,DTE Energy Company 2020 Series G 4.375% Junior Subordinated Debentures due 2080,N,US,9000
DTCX,"Datacentrex, Inc. - Common Stock",NASDAQ,US,9000
DTE,DTE Energy Company Common Stock,N,US,9000
DTF,DTF Tax-Free Income 2028 Term Fund Inc. Common Stock,N,US,9000
DTG,DTE Energy Company 2021 Series E 4.375% Junior Subordinated Debentures,N,US,9000
DTI,Drilling Tools International Corporation  - Common Stock,NASDAQ,US,9000
DTIL,"Precision BioSciences, Inc. - Common Stock",NASDAQ,US,9000
DTK,DTE Energy Company 2025 Series H 6.25% Junior Subordinated Debentures due 2085,N,US,9000
DTM,"DT Midstream, Inc. Common Stock ",N,US,9000
DTSQ,DT Cloud Star Acquisition Corporation - Ordinary Shares,NASDAQ,US,9000
DTSQR,DT Cloud Star Acquisition Corporation - Right,NASDAQ,US,9000
DTSQU,DT Cloud Star Acquisition Corporation - Units,NASDAQ,US,9000
DTSS,Datasea Intelligent Technology Ltd. - Class A Ordinary Shares,NASDAQ,US,9000
DTST,Data Storage Corporation - Common Stock,NASDAQ,US,9000
DTW,DTE Energy Company 2017 Series E 5.25% Junior Subordinated Debentures due 2077,N,US,9000
DUKB,Duke Energy Corporation 5.625% Junior Subordinated Debentures due 2078,N,US,9000
DUKR,DUKE Robotics Corp. - Common Stock,NASDAQ,US,9000
DUKRW,DUKE Robotics Corp. - Warrant,NASDAQ,US,9000
DUO,Fangdd Network Group Ltd. - Class A Ordinary Shares,NASDAQ,US,9000
DUOL,"Duolingo, Inc. - Class A Common Stock",NASDAQ,US,9000
DUOT,"Duos Technologies Group, Inc. - Common Stock",NASDAQ,US,9000
DV,"DoubleVerify Holdings, Inc. Common Stock",N,US,9000
DVA,DaVita Inc. Common Stock,N,US,9000
DVLT,Datavault AI Inc. - Common Stock,NASDAQ,US,9000
DVN,Devon Energy Corporation Common Stock,N,US,9000
DWSN,Dawson Geophysical Company - Common Stock,NASDAQ,US,9000
DWTX,"Dogwood Therapeutics, Inc.  - Common Stock",NASDAQ,US,9000
DX,"Dynex Capital, Inc. Common Stock",N,US,9000
DXC,DXC Technology Company Common Stock ,N,US,9000
DXCM,"DexCom, Inc. - Common Stock",NASDAQ,US,9000
DXF,"Eason Technology Limited American Depositary Shares (each representing sixty-thousand (60,000) Ordinary Shares)",A,US,9000
DXLG,"Destination XL Group, Inc. - Common Stock",NASDAQ,US,9000
DXPE,"DXP Enterprises, Inc. - Common Stock",NASDAQ,US,9000
DXR,Daxor Corporation - Closed End Fund,NASDAQ,US,9000
DXST,Decent Holding Inc. - Class A Ordinary Shares,NASDAQ,US,9000
DXYZ,Destiny Tech100 Inc. Common Stock,N,US,9000
DY,"Dycom Industries, Inc. Common Stock",N,US,9000
DYAI,"Dyadic International, Inc. - Common Stock",NASDAQ,US,9000
DYN,"Dyne Therapeutics, Inc. - Common Stock",NASDAQ,US,9000
DYNC,Dynamix Corporation - Class A Ordinary Share,NASDAQ,US,9000
DYNCU,Dynamix Corporation - Unit,NASDAQ,US,9000
DYNCW,Dynamix Corporation - Warrant,NASDAQ,US,9000
DYOR,Insight Digital Partners II - Class A Ordinary Shares,NASDAQ,US,9000
DYORU,Insight Digital Partners II - Units,NASDAQ,US,9000
DYORW,Insight Digital Partners II - Warrants,NASDAQ,US,9000
DZZ,"DB Gold Double Short ETN due February 15, 2038",P,US,9000
E,ENI S.p.A. Common Stock,N,US,9000
EA,Electronic Arts Inc. - Common Stock,NASDAQ,US,9000
EAD,Allspring Income Opportunities Fund Common Shares,A,US,9000
EAF,GrafTech International Ltd. Common Stock,N,US,9000
EAI,"Entergy Arkansas, LLC First Mortgage Bonds, 4.875% Series Due September 1, 2066",N,US,9000
EARN,Ellington Credit Company Common Shares of Beneficial Interest,N,US,9000
EAT,"Brinker International, Inc. Common Stock",N,US,9000
EBAY,eBay Inc. - Common Stock,NASDAQ,US,9000
EBC,"Eastern Bankshares, Inc. - Common Stock",NASDAQ,US,9000
EBF,"Ennis, Inc. Common Stock",N,US,9000
EBMT,"Eagle Bancorp Montana, Inc. - Common Stock",NASDAQ,US,9000
EBON,Ebang International Holdings Inc. - Class A Ordinary Shares,NASDAQ,US,9000
EBS,Emergent BioSolutions Inc. Common Stock,N,US,9000
EC,Ecopetrol S.A. American Depositary Shares,N,US,9000
ECAT,BlackRock ESG Capital Allocation Term Trust Common Shares of Beneficial Interest,N,US,9000
ECBK,"ECB Bancorp, Inc. - Common Stock",NASDAQ,US,9000
ECC,Eagle Point Credit Company Common Share of Beneficial Interest,N,US,9000
ECCC,Eagle Point Credit Company 6.50% Series C Term Preferred Stock due 2031,N,US,9000
ECCU,Eagle Point Credit Company 7.75% Notes due 2030,N,US,9000
ECCV,Eagle Point Credit Company 5.375% Notes due 2029,N,US,9000
ECF,Ellsworth Growth and Income Fund Ltd.,A,US,9000
ECG,"Everus Construction Group, Inc. Common Stock",N,US,9000
ECL,Ecolab Inc. Common Stock,N,US,9000
ECO,Okeanis Eco Tankers Corp. Common Stock,N,US,9000
ECOR,"electroCore, Inc. - Common Stock",NASDAQ,US,9000
ECPG,Encore Capital Group Inc - Common Stock,NASDAQ,US,9000
ECVT,Ecovyst Inc. Common Stock,N,US,9000
ECX,ECARX Holdings Inc. - Class A Ordinary shares,NASDAQ,US,9000
ECXWW,ECARX Holdings Inc. - Warrants,NASDAQ,US,9000
ED,"Consolidated Edison, Inc. Common Stock",N,US,9000
EDBL,Edible Garden AG Incorporated - Common Stock,NASDAQ,US,9000
EDBLW,Edible Garden AG Incorporated - Warrant,NASDAQ,US,9000
EDD,"Morgan Stanley Emerging Markets Domestic Debt Fund, Inc. Common Stock",N,US,9000
EDF,Virtus Stone Harbor Emerging Markets Income Fund Common Shares of Beneficial Interest,N,US,9000
EDHL,Everbright Digital Holding Limited - Ordinary Shares,NASDAQ,US,9000
EDIT,"Editas Medicine, Inc. - Common Stock",NASDAQ,US,9000
EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor) American Depositary Shares,N,US,9000
EDRY,EuroDry Ltd. - Common Shares,NASDAQ,US,9000
EDSA,"Edesa Biotech, Inc. - Common Shares",NASDAQ,US,9000
EDTK,Skillful Craftsman Education Technology Limited - Ordinary Share,NASDAQ,US,9000
EDU,"New Oriental Education & Technology Group, Inc. Sponsored ADR representing 10 Ordinary Share (Cayman Islands)",N,US,9000
EDUC,Educational Development Corporation - Common Stock,NASDAQ,US,9000
EE,"Excelerate Energy, Inc. Class A Common Stock",N,US,9000
EEA,"The European Equity Fund, Inc. Common Stock",N,US,9000
EEFT,"Euronet Worldwide, Inc. - Common Stock",NASDAQ,US,9000
EEIQ,EpicQuest Education Group International Limited - Common Stock,NASDAQ,US,9000
EEX,"Emerald Holding, Inc. Common Stock",N,US,9000
EFC,Ellington Financial Inc. Common Stock ,N,US,9000
EFOI,"Energy Focus, Inc. - Common Stock",NASDAQ,US,9000
EFOR,"Everforth, Inc. Common Stock",N,US,9000
EFR,Eaton Vance Senior Floating-Rate Fund Common Shares of Beneficial Interest,N,US,9000
EFSC,Enterprise Financial Services Corporation - Common Stock,NASDAQ,US,9000
EFSCP,"Enterprise Financial Services Corporation - Depositary Shares Each Representing a 1/40th Interest in a Share of 5% Fixed Rate Non-Cumulative Perpetual Preferred Stock, Series A",NASDAQ,US,9000
EFSI,Eagle Financial Services Inc - Common Stock,NASDAQ,US,9000
EFT,Eaton Vance Floating Rate Income Trust Common Shares of Beneficial Interest,N,US,9000
EFTY,"Etoiles Capital Group Co., Ltd. - Class A Ordinary Shares",NASDAQ,US,9000
EFX,"Equifax, Inc. Common Stock",N,US,9000
EFXT,Enerflex Ltd Common Shares,N,US,9000
EG,"Everest Group, Ltd. Common Stock",N,US,9000
EGAN,eGain Corporation - Common Stock,NASDAQ,US,9000
EGBN,"Eagle Bancorp, Inc. - Common Stock",NASDAQ,US,9000
EGG,Enigmatig Limited Class A Ordinary Shares,A,US,9000
EGHA,EGH Acquisition Corp. - Class A ordinary shares,NASDAQ,US,9000
EGHAR,EGH Acquisition Corp. - rights,NASDAQ,US,9000
EGHAU,EGH Acquisition Corp. - Unit,NASDAQ,US,9000
EGHT,8x8 Inc - Common stock,NASDAQ,US,9000
EGO,Eldorado Gold Corporation Ordinary Shares,N,US,9000
EGP,"EastGroup Properties, Inc. Common Stock",N,US,9000
EGY,"VAALCO Energy, Inc.  Common Stock",N,US,9000
EH,EHang Holdings Limited - ADS,NASDAQ,US,9000
EHC,Encompass Health Corporation Common Stock,N,US,9000
EHGO,Eshallgo Inc. - Class A Ordinary Shares,NASDAQ,US,9000
EHI,Western Asset Global High Income Fund Inc Common Stock,N,US,9000
EHLD,Euroholdings Ltd. - Common Stock,NASDAQ,US,9000
EHTH,"eHealth, Inc. - Common Stock",NASDAQ,US,9000
EIC,Eagle Point Income Company Inc. Common Stock,N,US,9000
EICA,Eagle Point Income Company Inc. 5.00% Series A Term Preferred Stock due 2026,N,US,9000
EIG,Employers Holdings Inc Common Stock,N,US,9000
EIIA,Eagle Point Institutional Income Fund 8.125% Series A Term Preferred Shares Due 2029,N,US,9000
EIKN,"Eikon Therapeutics, Inc. - Common Stock",NASDAQ,US,9000
EIM,"Eaton Vance Municipal Bond Fund Common Shares of Beneficial Interest, $.01 par value",A,US,9000
EIX,Edison International Common Stock,N,US,9000
EJH,E-Home Household Service Holdings Limited - Ordinary shares,NASDAQ,US,9000
EL,"Estee Lauder Companies, Inc. (The) Common Stock",N,US,9000
ELA,Envela Corporation Common Stock,A,US,9000
ELAB,PMGC Holdings Inc. - Common Stock,NASDAQ,US,9000
ELAN,Elanco Animal Health Incorporated Common Stock,N,US,9000
ELBM,Electra Battery Materials Corporation - Common Stock,NASDAQ,US,9000
ELC,"Entergy Louisiana, Inc. Collateral Trust Mortgage Bonds, 4.875 % Series due September 1, 2066",N,US,9000
ELDN,"Eledon Pharmaceuticals, Inc. - Common Stock",NASDAQ,US,9000
ELE,Elemental Royalty Corporation - Common Stock,NASDAQ,US,9000
ELF,"e.l.f. Beauty, Inc. Common Stock",N,US,9000
ELLA,Ellington Credit Company 8.50% Notes due 2031,N,US,9000
ELLO,Ellomay Capital Ltd Ordinary Shares (Israel),A,US,9000
ELMD,"Electromed, Inc. Common Stock",A,US,9000
ELME,Elme Communities Common Stock,N,US,9000
ELMT,The Elmet Group Co. - Common Stock,NASDAQ,US,9000
ELOG,Eastern International Ltd. - Ordinary Shares,NASDAQ,US,9000
ELOX,"Eloxx Pharmaceuticals, Inc. - Common Stock",NASDAQ,US,9000
ELPC,Companhia Paranaense de Energia (COPEL) American Depositary Shares (each representing four (4) Common Shares),N,US,9000
ELPW,Elong Power Holding Limited - Class A Ordinary Shares,NASDAQ,US,9000
ELS,"Equity Lifestyle Properties, Inc. Common Stock",N,US,9000
ELSE,"Electro-Sensors, Inc. - Common Stock",NASDAQ,US,9000
ELTK,Eltek Ltd. - Ordinary Shares,NASDAQ,US,9000
ELTX,"Elicio Therapeutics, Inc. - Common Stock",NASDAQ,US,9000
ELUT,"Elutia, Inc. - Class A Common Stock",NASDAQ,US,9000
ELV,"Elevance Health, Inc. Common Stock",N,US,9000
ELVA,Electrovaya Inc. - Common Shares,NASDAQ,US,9000
ELVN,"Enliven Therapeutics, Inc.  - Common Stock",NASDAQ,US,9000
ELVR,Elevra Lithium Limited - American Depository Shares,NASDAQ,US,9000
ELWT,"Elauwit Connection, Inc. - Common Stock",NASDAQ,US,9000
EMA,Emera Incorporated Common Shares,N,US,9000
EMAT,Evolution Metals & Technologies Corp. - Common Stock,NASDAQ,US,9000
EMBC,Embecta Corp. - Common Stock,NASDAQ,US,9000
EMBJ,Embraer S.A. Common Stock,N,US,9000
EMD,Western Asset Emerging Markets Debt Fund Inc Common Stock,N,US,9000
EME,"EMCOR Group, Inc. Common Stock",N,US,9000
EMF,Templeton Emerging Markets Fund Common Stock,N,US,9000
EMIS,Emmis Acquisition Corp. - Class A Ordinary Share,NASDAQ,US,9000
EMISR,Emmis Acquisition Corp. - Rights,NASDAQ,US,9000
EML,Eastern Company (The) - Common Stock,NASDAQ,US,9000
EMN,Eastman Chemical Company Common Stock,N,US,9000
EMO,ClearBridge Energy Midstream Opportunity Fund Inc. Common Stock,N,US,9000
EMP,"Entergy Mississippi, LLC First Mortgage Bonds, 4.90% Series Due October 1, 2066",N,US,9000
EMPD,Empery Digital Inc. - Common stock,NASDAQ,US,9000
EMPG,Empro Group Inc. - Ordinary shares,NASDAQ,US,9000
ENB,Enbridge Inc Common Stock,N,US,9000
ENGN,enGene Therapeutics Inc. - Common Stock,NASDAQ,US,9000
ENGNW,enGene Therapeutics Inc. - Warrants,NASDAQ,US,9000
ENGS,Energys Group Limited - Ordinary Shares,NASDAQ,US,9000
ENHA,Enhanced Group Inc. Class A Common Stock,N,US,9000
ENIC,Enel Chile S.A. American Depositary Shares (Each representing 50 shares of Common Stock),N,US,9000
ENJ,"Entergy New Orleans, LLC First Mortgage Bonds, 5.0% Series due December 1, 2052",N,US,9000
ENLT,Enlight Renewable Energy Ltd. - Ordinary Shares,NASDAQ,US,9000
ENLV,Enlivex Ltd. - Ordinary Shares,NASDAQ,US,9000
ENO,"Entergy New Orleans, LLC First Mortgage Bonds, 5.50% Series due April 1, 2066",N,US,9000
ENOV,Enovis Corporation Common Stock,N,US,9000
ENPH,"Enphase Energy, Inc. - Common Stock",NASDAQ,US,9000
ENR,"Energizer Holdings, Inc. Common Stock",N,US,9000
ENRD,Einride AB - American Depositary Shares,NASDAQ,US,9000
ENRDW,Einride AB - Warrants,NASDAQ,US,9000
ENS,EnerSys Common Stock,N,US,9000
ENSC,"Ensysce Biosciences, Inc. - Common Stock",NASDAQ,US,9000
ENSG,"The Ensign Group, Inc. - Common Stock",NASDAQ,US,9000
ENTA,"Enanta Pharmaceuticals, Inc. - Common Stock",NASDAQ,US,9000
ENTG,"Entegris, Inc. - Common Stock",NASDAQ,US,9000
ENTX,Entera Bio Ltd. - Ordinary Shares,NASDAQ,US,9000
ENVA,"Enova International, Inc. Common Stock",N,US,9000
ENVB,"Enveric Biosciences, Inc.  - Common Stock",NASDAQ,US,9000
ENVX,Enovix Corporation - Common Stock,NASDAQ,US,9000
EOD,Allspring Global Dividend Opportunity Fund Common Shares of Beneficial Interest,N,US,9000
EOI,Eaton Vance Enhance Equity Income Fund Eaton Vance Enhanced Equity Income Fund Shares of Beneficial Interest,N,US,9000
EOLS,"Evolus, Inc. - Common Stock",NASDAQ,US,9000
EONR,EON Resources Inc. Class A Common Stock,A,US,9000
EONR.W,"EON Resources Inc. Warrants, each whole warrant exercisable for three quarters of one share of Class A Common Stock at an exercise price of $11.50 per whole share",A,US,9000
EOS,Eaton Vance Enhance Equity Income Fund II Common Stock,N,US,9000
EOSE,"Eos Energy Enterprises, Inc. - Common Stock",NASDAQ,US,9000
EOT,Eaton Vance Municipal Income Trust EATON VANCE NATIONAL MUNICIPAL OPPORTUNITIES TRUST,N,US,9000
EP,Empire Petroleum Corporation Common Stock,A,US,9000
EPAC,Enerpac Tool Group Corp. Common Stock,N,US,9000
EPAM,"EPAM Systems, Inc. Common Stock",N,US,9000
EPC,Edgewell Personal Care Company Common Stock,N,US,9000
EPD,Enterprise Products Partners L.P. Common Stock,N,US,9000
EPM,"Evolution Petroleum Corporation, Inc. Common Stock",A,US,9000
EPOW,E-Power Inc. - Class A Ordinary Shares,NASDAQ,US,9000
EPR,EPR Properties Common Stock,N,US,9000
EPRT,"Essential Properties Realty Trust, Inc. Common Stock",N,US,9000
EPRX,Eupraxia Pharmaceuticals Inc. - Common Stock,NASDAQ,US,9000
EPSM,Epsium Enterprise Limited - Class A Ordinary Shares,NASDAQ,US,9000
EPSN,Epsilon Energy Ltd. - Common Shares,NASDAQ,US,9000
EQ,"Equillium, Inc. - Common Stock",NASDAQ,US,9000
EQBK,"Equity Bancshares, Inc. Class A Common Stock",N,US,9000
EQH,"Equitable Holdings, Inc. Common Stock",N,US,9000
EQNR,Equinor ASA,N,US,9000
EQPT,EquipmentShare.com Inc - Class A Common Stock,NASDAQ,US,9000
