ticker,company_name,exchange,country,priority
GWW,"W.W. Grainger, Inc. Common Stock",N,US,9000
GXAI,Gaxos.ai Inc. - Common Stock,NASDAQ,US,9000
GXO,"GXO Logistics, Inc. Common Stock ",N,US,9000
GYRE,"Gyre Therapeutics, Inc. - Common Stock",NASDAQ,US,9000
GYRO,"Gyrodyne , LLC - Common Stock",NASDAQ,US,9000
H,Hyatt Hotels Corporation Class A Common Stock,N,US,9000
HACQ,HCM IV Acquisition Corp. - Class A Ordinary Share,NASDAQ,US,9000
HACQU,HCM IV Acquisition Corp. - Unit,NASDAQ,US,9000
HACQW,HCM IV Acquisition Corp. - Warrants,NASDAQ,US,9000
HAE,Haemonetics Corporation Common Stock,N,US,9000
HAFC,Hanmi Financial Corporation - Common Stock,NASDAQ,US,9000
HAFN,Hafnia Limited Common Shares,N,US,9000
HAIN,"The Hain Celestial Group, Inc. - Common Stock",NASDAQ,US,9000
HAL,Halliburton Company Common Stock,N,US,9000
HALO,"Halozyme Therapeutics, Inc. - Common Stock",NASDAQ,US,9000
HAO,Haoxi Health Technology Limited - Class A Ord Share,NASDAQ,US,9000
HAS,"Hasbro, Inc. - Common Stock",NASDAQ,US,9000
HASI,"HA Sustainable Infrastructure Capital, Inc. Common Stock",N,US,9000
HAVA,Harvard Ave Acquisition Corporation - Class A Ordinary Share,NASDAQ,US,9000
HAVAR,Harvard Ave Acquisition Corporation - Rights that convert on a 1/10th of 1 basis to Class A ordinary Shares,NASDAQ,US,9000
HAVAU,Harvard Ave Acquisition Corporation - Unit,NASDAQ,US,9000
HAWK,"HawkEye 360, Inc. Common Stock",N,US,9000
HAYW,"Hayward Holdings, Inc. Common Stock",N,US,9000
HBAN,Huntington Bancshares Incorporated - Common Stock,NASDAQ,US,9000
HBANL,"Huntington Bancshares Incorporated - Depositary Shares, Each Representing a 1/40th Interest in a Share of 6.875% Series J Non-Cumulative Perpetual Preferred Stock",NASDAQ,US,9000
HBANM,Huntington Bancshares Incorporated - Depositary Shares each representing a 1/1000th interest in a share of Huntington Series I Preferred Stock,NASDAQ,US,9000
HBANP,Huntington Bancshares Incorporated - Depositary Shares 4.500% Series H Non-Cumulative Perpetual Preferred Stock,NASDAQ,US,9000
HBANZ,"Huntington Bancshares Incorporated - Depositary Shares, Each Representing a 1/1000th Interest in a Share of 5.50% Series L Non-Cumulative Perpetual Preferred Stock",NASDAQ,US,9000
HBB,Hamilton Beach Brands Holding Company Class A Common Stock ,N,US,9000
HBCP,"Home Bancorp, Inc. - Common Stock",NASDAQ,US,9000
HBIO,"Harvard Bioscience, Inc. - Common Stock",NASDAQ,US,9000
HBM,Hudbay Minerals Inc. Ordinary Shares (Canada),N,US,9000
HBNB,Hotel101 Global Holdings Corp. - Class A Ordinary Shares,NASDAQ,US,9000
HBNC,"Horizon Bancorp, Inc. - Common Stock",NASDAQ,US,9000
HBT,"HBT Financial, Inc. - Common Stock",NASDAQ,US,9000
HCAC,Hall Chadwick Acquisition Corp. - Class A Ordinary Shares,NASDAQ,US,9000
HCACR,Hall Chadwick Acquisition Corp. - Rights,NASDAQ,US,9000
HCACU,Hall Chadwick Acquisition Corp. - Unit,NASDAQ,US,9000
HCAI,"Huachen AI Parking Management Technology Holding Co., Ltd. - Class A Ordinary Shares",NASDAQ,US,9000
HCAT,"Health Catalyst, Inc - Common stock",NASDAQ,US,9000
HCC,"Warrior Met Coal, Inc. Common Stock",N,US,9000
HCHL,Happy City Holdings Limited - Class A Ordinary shares,NASDAQ,US,9000
HCI,"HCI Group, Inc. Common Stock",N,US,9000
HCIC,Hennessy Capital Investment Corp. VIII - Class A Ordinary Shares,NASDAQ,US,9000
HCICR,Hennessy Capital Investment Corp. VIII - Share Rights,NASDAQ,US,9000
HCICU,Hennessy Capital Investment Corp. VIII - Units,NASDAQ,US,9000
HCKT,"The Hackett Group, Inc. - Common Stock",NASDAQ,US,9000
HCM,HUTCHMED (China) Limited - American Depositary Shares,NASDAQ,US,9000
HCMA,HCM III Acquisition Corp. - Class A Ordinary Share,NASDAQ,US,9000
HCMAU,HCM III Acquisition Corp. - Units,NASDAQ,US,9000
HCMAW,HCM III Acquisition Corp. - Warrants,NASDAQ,US,9000
HCSG,"Healthcare Services Group, Inc. - Common Stock",NASDAQ,US,9000
HCTI,"Healthcare Triangle, Inc. - Common Stock",NASDAQ,US,9000
HCWB,HCW Biologics Inc. - Common Stock,NASDAQ,US,9000
HCWC,Healthy Choice Wellness Corp. Class A Common Stock,A,US,9000
HCXY,"Hercules Capital, Inc. 6.25% Notes due 2033",N,US,9000
HDB,HDFC Bank Limited Common Stock,N,US,9000
HDL,SUPER HI INTERNATIONAL HOLDING LTD. - American Depositary Shares,NASDAQ,US,9000
HDRN,"Hadron Energy, Inc. - Common Stock",NASDAQ,US,9000
HDRNW,"Hadron Energy, Inc. - Warrant",NASDAQ,US,9000
HDSN,"Hudson Technologies, Inc. - Common Stock",NASDAQ,US,9000
HE,"Hawaiian Electric Industries, Inc. Common Stock",N,US,9000
HEI,Heico Corporation Common Stock,N,US,9000
HEI.A,Heico Corporation Common Stock,N,US,9000
HELE,Helen of Troy Limited - Common Stock,NASDAQ,US,9000
HELP,Cybin Inc. - Common Stock,NASDAQ,US,9000
HEPS,D-Market Electronic Services & Trading - American Depositary Shares,NASDAQ,US,9000
HEQ,John Hancock Diversified Income Fund Common Shares of Beneficial Interest,N,US,9000
HERE,Here Group Limited - American Depositary Shares,NASDAQ,US,9000
HERZ,"Herzfeld Credit Income Fund, Inc.  - Closed End Fund",NASDAQ,US,9000
HESM,Hess Midstream LP Class A Representing Limited Partner Interests,N,US,9000
HFBL,"Home Federal Bancorp, Inc. of Louisiana - Common Stock",NASDAQ,US,9000
HFFG,HF Foods Group Inc. - Common Stock,NASDAQ,US,9000
HFRO,Highland Opportunities and Income Fund Common Shares of Beneficial Interest,N,US,9000
HFWA,Heritage Financial Corporation - Common Stock,NASDAQ,US,9000
HG,"Hamilton Insurance Group, Ltd. Class B Common Shares",N,US,9000
HGBL,Heritage Global Inc. - Common Stock,NASDAQ,US,9000
HGLB,Highland Global Allocation Fund Common Stock,N,US,9000
HGTY,"Hagerty, Inc. Class A Common Stock",N,US,9000
HGV,Hilton Grand Vacations Inc. Common Stock ,N,US,9000
HHH,Howard Hughes Holdings Inc. Common Stock,N,US,9000
HHS,"Harte Hanks, Inc. - Common Stock",NASDAQ,US,9000
HIFS,Hingham Institution for Savings - Common Stock,NASDAQ,US,9000
HIG,"The Hartford Insurance Group, Inc. Common Stock",N,US,9000
HIHO,Highway Holdings Limited - Common Stock,NASDAQ,US,9000
HII,"Huntington Ingalls Industries, Inc. Common Stock",N,US,9000
HIMS,"Hims & Hers Health, Inc. Class A Common Stock",N,US,9000
HIMX,"Himax Technologies, Inc. - American depositary shares, each of which represents two ordinary shares.",NASDAQ,US,9000
HIND,"Vyome Holdings, Inc. - Common Stock",NASDAQ,US,9000
HIO,"Western Asset High Income Opportunity Fund, Inc. Common Stock",N,US,9000
HIPO,Hippo Holdings Inc. Common Stock,N,US,9000
HIT,"Health In Tech, Inc. - Class A Common Stock",NASDAQ,US,9000
HITI,High Tide Inc. - Common Shares,NASDAQ,US,9000
HIVE,HIVE Digital Technologies Ltd - Common Shares,NASDAQ,US,9000
HIW,"Highwoods Properties, Inc. Common Stock",N,US,9000
HIX,Western Asset High Income Fund II Inc. Common Stock,N,US,9000
HKD,AMTD Digital Inc. American Depositary Shares (every five of which represent two Class A Ordinary Shares),N,US,9000
HKIT,Hitek Global Inc. - Class A Ordinary Share,NASDAQ,US,9000
HKPD,"Cellyan Biotechnology Co., Ltd  - Class A Ordinary Shares",NASDAQ,US,9000
HL,Hecla Mining Company Common Stock,N,US,9000
HLF,Herbalife Ltd. Common Shares,N,US,9000
HLI,"Houlihan Lokey, Inc. Class A Common Stock",N,US,9000
HLIO,"Helios Technologies, Inc. Common Stock",N,US,9000
HLIT,Harmonic Inc. - Common Stock,NASDAQ,US,9000
HLLY,Holley Inc. Common Stock,N,US,9000
HLLY.W,Holley Inc. Warrants,N,US,9000
HLMN,Hillman Solutions Corp. - Common Stock,NASDAQ,US,9000
HLN,Haleon plc American Depositary Shares (Each representing two Ordinary Shares),N,US,9000
HLNE,Hamilton Lane Incorporated - Class A Common Stock,NASDAQ,US,9000
HLP,Hongli Group Inc. - Ordinary Shares,NASDAQ,US,9000
HLT,Hilton Worldwide Holdings Inc. Common Stock ,N,US,9000
HLX,"Helix Energy Solutions Group, Inc. Common Stock",N,US,9000
HLXC,Helix Acquisition Corp. III - Class A Ordinary Shares,NASDAQ,US,9000
HMC,"Honda Motor Company, Ltd. Common Stock",N,US,9000
HMH,HMH Holding Inc. - Common Stock,NASDAQ,US,9000
HMN,Horace Mann Educators Corporation Common Stock,N,US,9000
HMR,Heidmar Maritime Holdings Corp. - Common Stock,NASDAQ,US,9000
HMY,Harmony Gold Mining Company Limited,N,US,9000
HNGE,"Hinge Health, Inc. Class A Common Stock",N,US,9000
HNI,HNI Corporation Common Stock,N,US,9000
HNNA,"Hennessy Advisors, Inc. - Common Stock",NASDAQ,US,9000
HNNAZ,"Hennessy Advisors, Inc. - 4.875% Notes due 2026",NASDAQ,US,9000
HNRG,Hallador Energy Company - Common Stock,NASDAQ,US,9000
HNST,"The Honest Company, Inc. - Common Stock",NASDAQ,US,9000
HNVR,"Hanover Bancorp, Inc. - Common Stock",NASDAQ,US,9000
HOFT,Hooker Furnishings Corporation - Common Stock,NASDAQ,US,9000
HOG,"Harley-Davidson, Inc. Common Stock",N,US,9000
HOLO,MicroCloud Hologram Inc. - Ordinary Shares,NASDAQ,US,9000
HOLOW,MicroCloud Hologram Inc. - Warrant,NASDAQ,US,9000
HOMB,"Home BancShares, Inc. Common Stock",N,US,9000
HONAV,Honeywell Aerospace Inc. - Common Stock,NASDAQ,US,9000
HONIV,Honeywell International Inc. - Common Stock Ex Distribution When Issued,NASDAQ,US,9000
HOOD,"Robinhood Markets, Inc. - Class A Common Stock",NASDAQ,US,9000
HOPE,"Hope Bancorp, Inc. - Common Stock",NASDAQ,US,9000
HOUR,"Hour Loop, Inc. - common stock",NASDAQ,US,9000
HOV,"Hovnanian Enterprises, Inc. Class A Common Stock",N,US,9000
HOVNP,Hovnanian Enterprises Inc - Depositary Share representing 1/1000th of 7.625% Series A Preferred Stock,NASDAQ,US,9000
HOVR,New Horizon Aircraft Ltd. - Class A Ordinary Shares,NASDAQ,US,9000
HOVRW,New Horizon Aircraft Ltd. - Warrant,NASDAQ,US,9000
HOWL,"Werewolf Therapeutics, Inc. - Common Stock",NASDAQ,US,9000
HP,"Helmerich & Payne, Inc. Common Stock",N,US,9000
HPAI,Helport AI Limited - Ordinary Shares,NASDAQ,US,9000
HPAIW,Helport AI Limited - Warrants,NASDAQ,US,9000
HPE,Hewlett Packard Enterprise Company Common Stock,N,US,9000
HPF,John Hancock Pfd Income Fund II Pfd Income Fund II,N,US,9000
HPI,John Hancock Preferred Income Fund Common Shares of Beneficial Interest,N,US,9000
HPK,"HighPeak Energy, Inc. - Common Stock",NASDAQ,US,9000
HPP,"Hudson Pacific Properties, Inc. Common Stock",N,US,9000
HPQ,HP Inc. Common Stock,N,US,9000
HPS,John Hancock Preferred Income Fund III Preferred Income Fund III,N,US,9000
HQ,Horizon Quantum Holdings Ltd. - Class A Ordinary Shares,NASDAQ,US,9000
HQH,abrdn Healthcare Investors Shares of Beneficial Interest,N,US,9000
HQI,"HireQuest, Inc. - Common Stock",NASDAQ,US,9000
HQL,abrdn Life Sciences Investors Shares of Beneficial Interest,N,US,9000
HQWWW,Horizon Quantum Holdings Ltd. - Warrant,NASDAQ,US,9000
HQY,"HealthEquity, Inc. - Common Stock",NASDAQ,US,9000
HR,Healthcare Realty Trust Incorporated Common Stock,N,US,9000
HRB,"H&R Block, Inc. Common Stock",N,US,9000
HRI,Herc Holdings Inc. Common Stock ,N,US,9000
HRL,Hormel Foods Corporation Common Stock,N,US,9000
HRMY,"Harmony Biosciences Holdings, Inc. - Common Stock",NASDAQ,US,9000
HROW,"Harrow, Inc. - Common Stock",NASDAQ,US,9000
HRTG,"Heritage Insurance Holdings, Inc. Common Stock",N,US,9000
HRTX,"Heron Therapeutics, Inc.   - Common Stock",NASDAQ,US,9000
HRZN,Horizon Technology Finance Corporation - Common Stock,NASDAQ,US,9000
HSAI,"Hesai Group - American Depositary Share, each ADS represents one Class B ordinary share",NASDAQ,US,9000
HSBC,"HSBC Holdings, plc. Common Stock",N,US,9000
HSCS,HeartSciences Inc. - Common Stock,NASDAQ,US,9000
HSCSW,HeartSciences Inc. - Warrant,NASDAQ,US,9000
HSDT,Solana Company - Class A Common Stock,NASDAQ,US,9000
HSHP,Himalaya Shipping Ltd. Common Shares,N,US,9000
HSIC,"Henry Schein, Inc. - Common Stock",NASDAQ,US,9000
HSLV,Highlander Silver Corp. Common Shares,A,US,9000
HST,"Host Hotels & Resorts, Inc. - Common Stock",NASDAQ,US,9000
HSTM,"HealthStream, Inc. - Common Stock",NASDAQ,US,9000
HSY,The Hershey Company Common Stock,N,US,9000
HTB,"HomeTrust Bancshares, Inc. Common Stock",N,US,9000
HTCO,High-Trend International Group - Class A Ordinary Shares,NASDAQ,US,9000
HTCR,"Heartcore Enterprises, Inc. - Common Stock",NASDAQ,US,9000
HTD,John Hancock Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest,N,US,9000
HTFC,Horizon Technology Finance Corporation 6.25% Notes due 2027,N,US,9000
HTFL,"Heartflow, Inc. - Common Stock",NASDAQ,US,9000
HTGC,"Hercules Capital, Inc. Common Stock",N,US,9000
HTH,Hilltop Holdings Inc.,N,US,9000
HTHT,H World Group Limited - American Depositary Shares,NASDAQ,US,9000
HTLD,"Heartland Express, Inc. - Common Stock",NASDAQ,US,9000
HTLM,HomesToLife Ltd - Ordinary Shares,NASDAQ,US,9000
HTO,H2O America  - Common Stock,NASDAQ,US,9000
HTOO,Fusion Fuel Green PLC - Ordinary Shares,NASDAQ,US,9000
HTT,"High Templar Tech Limited American depositary shares, each representing one Class A ordinary share",N,US,9000
HTZ,"Hertz Global Holdings, Inc - Common Stock",NASDAQ,US,9000
HTZWW,"Hertz Global Holdings, Inc - Warrant",NASDAQ,US,9000
HUBB,Hubbell Inc Common Stock,N,US,9000
HUBC,Hub Cyber Security Ltd. - Ordinary Shares,NASDAQ,US,9000
HUBCW,Hub Cyber Security Ltd. - Warrant expiring 2/27/28,NASDAQ,US,9000
HUBCZ,Hub Cyber Security Ltd. - Warrant,NASDAQ,US,9000
HUBG,"Hub Group, Inc. - Class A Common Stock",NASDAQ,US,9000
HUBS,"HubSpot, Inc. Common Stock",N,US,9000
HUDI,"Huadi International Group Co., Ltd. - Ordinary Shares",NASDAQ,US,9000
HUHU,HUHUTECH International Group Inc. - Ordinary Shares,NASDAQ,US,9000
HUIZ,Huize Holding Limited - American Depositary Shares,NASDAQ,US,9000
HUM,Humana Inc. Common Stock,N,US,9000
HUMA,"Humacyte, Inc. - Common Stock",NASDAQ,US,9000
HUMAW,"Humacyte, Inc. - Warrant",NASDAQ,US,9000
HUN,Huntsman Corporation Common Stock,N,US,9000
HURA,"TuHURA Biosciences, Inc. - Common Stock",NASDAQ,US,9000
HURC,"Hurco Companies, Inc. - Common Stock",NASDAQ,US,9000
HURN,Huron Consulting Group Inc. - Common Stock,NASDAQ,US,9000
HUT,Hut 8 Corp. - Common Stock,NASDAQ,US,9000
HUYA,"HUYA Inc. American depositary shares, each  representing one Class A ordinary share",N,US,9000
HVII,Hennessy Capital Investment Corp. VII - Ordinary Shares,NASDAQ,US,9000
HVIIR,Hennessy Capital Investment Corp. VII - Rights,NASDAQ,US,9000
HVIIU,Hennessy Capital Investment Corp. VII - Unit,NASDAQ,US,9000
HVMC,Highview Merger Corp. - Class A Ordinary Share,NASDAQ,US,9000
HVMCU,Highview Merger Corp. - Units,NASDAQ,US,9000
HVMCW,Highview Merger Corp. - Warrants,NASDAQ,US,9000
HVT,"Haverty Furniture Companies, Inc. Common Stock",N,US,9000
HVT.A,"Haverty Furniture Companies, Inc. Common Stock",N,US,9000
HWBK,"Hawthorn Bancshares, Inc. - Common Stock",NASDAQ,US,9000
HWC,Hancock Whitney Corporation - Common Stock,NASDAQ,US,9000
HWCPZ,Hancock Whitney Corporation - 6.25% Subordinated Notes due 2060,NASDAQ,US,9000
HWH,HWH International Inc. - Common Stock,NASDAQ,US,9000
HWKN,"Hawkins, Inc. - Common Stock",NASDAQ,US,9000
HWM,Howmet Aerospace Inc. Common Stock,N,US,9000
HXHX,Haoxin Holdings Limited - Class A Ordinary Shares,NASDAQ,US,9000
HXL,Hexcel Corporation Common Stock,N,US,9000
HY,"Hyster-Yale, Inc. Class A common stock",N,US,9000
HYFM,"Hydrofarm Holdings Group, Inc. - Common Stock",NASDAQ,US,9000
HYFT,MindWalk Holdings Corp. - Common Stock,NASDAQ,US,9000
HYI,Western Asset High Yield Opportunity Fund Inc. Common Stock,N,US,9000
HYLN,Hyliion Holdings Corp. Class A Common Stock,A,US,9000
HYMC,Hycroft Mining Holding Corporation - Class A Common Stock,NASDAQ,US,9000
HYNE,"Hoyne Bancorp, Inc. - Common Stock",NASDAQ,US,9000
HYPD,"Hyperion DeFi, Inc. - Common Stock",NASDAQ,US,9000
HYPR,"Hyperfine, Inc.  - Class A Common Stock",NASDAQ,US,9000
HYT,"Blackrock Corporate High Yield Fund, Inc. Common Stock",N,US,9000
HZO,"MarineMax, Inc.  (FL) Common Stock",N,US,9000
IACO,Idea Acquisition Corp. - Class A Ordinary Shares,NASDAQ,US,9000
IACOU,Idea Acquisition Corp. - Units,NASDAQ,US,9000
IACOW,Idea Acquisition Corp. - Warrants,NASDAQ,US,9000
IACQU,Irenic Acquisition Corp. - Unit,NASDAQ,US,9000
IAE,Voya Asia Pacific High Dividend Equity Income Fund ING Asia Pacific High Dividend Equity Income Fund Common Shares of Beneficial Interest,N,US,9000
IAF,"abrdn Australia Equity Fund, Inc. Common Stock",A,US,9000
IAG,Iamgold Corporation Ordinary Shares,N,US,9000
IART,Integra LifeSciences Holdings Corporation - Common Stock,NASDAQ,US,9000
IAUX,i-80 Gold Corp. Common Shares,A,US,9000
IAUX.W,"i-80 Gold Corp. Warrants, each warrant exercisable for one Common Share at an exercise price of $0.70",A,US,9000
IBAC,IB Acquisition Corp. - Common Stock,NASDAQ,US,9000
IBACR,IB Acquisition Corp. - Right,NASDAQ,US,9000
IBCP,Independent Bank Corporation - Common Stock,NASDAQ,US,9000
IBEX,IBEX Limited - Common Share,NASDAQ,US,9000
IBG,Innovation Beverage Group Limited - Ordinary Shares,NASDAQ,US,9000
IBIO,"iBio, Inc. - Common Stock",NASDAQ,US,9000
IBKR,"Interactive Brokers Group, Inc. - Class A Common Stock",NASDAQ,US,9000
IBN,ICICI Bank Limited Common Stock,N,US,9000
IBO,"Impact BioMedical, Inc. Common Stock",A,US,9000
IBOC,International Bancshares Corporation - Common Stock,NASDAQ,US,9000
IBP,"Installed Building Products, Inc. Common Stock",N,US,9000
IBRX,"ImmunityBio, Inc. - Common Stock",NASDAQ,US,9000
IBTA,"Ibotta, Inc. Class A Common Stock",N,US,9000
ICCC,ImmuCell Corporation - Common Stock,NASDAQ,US,9000
ICCM,IceCure Medical Ltd. - Ordinary Shares,NASDAQ,US,9000
ICE,Intercontinental Exchange Inc. Common Stock,N,US,9000
ICFI,"ICF International, Inc. - Common Stock",NASDAQ,US,9000
ICG,Intchains Group Limited - American Depositary Shares,NASDAQ,US,9000
ICHR,Ichor Holdings - Ordinary Shares,NASDAQ,US,9000
ICL,ICL Group Ltd. Ordinary Shares,N,US,9000
ICLR,ICON plc - Ordinary Shares,NASDAQ,US,9000
ICMB,"Investcorp Credit Management BDC, Inc. - Common Stock",NASDAQ,US,9000
ICON,Icon Energy Corp. - Common stock,NASDAQ,US,9000
ICU,SeaStar Medical Holding Corporation - Common Stock,NASDAQ,US,9000
ICUCW,SeaStar Medical Holding Corporation - Warrant,NASDAQ,US,9000
ICUI,"ICU Medical, Inc. - Common Stock",NASDAQ,US,9000
IDA,"IDACORP, Inc. Common Stock",N,US,9000
IDACU,Iron Dome Acquisition I Corp. - Units,NASDAQ,US,9000
IDAI,T Stamp Inc. - Class A Common Stock,NASDAQ,US,9000
IDCC,"InterDigital, Inc. - Common Stock",NASDAQ,US,9000
IDE,"Voya Infrastructure, Industrials and Materials Fund Common Shares of Beneficial Interest",N,US,9000
IDN,"Intellicheck, Inc. - Common Stock",NASDAQ,US,9000
IDR,"Idaho Strategic Resources, Inc. Common Stock",A,US,9000
IDT,IDT Corporation Class B Common Stock,N,US,9000
IDXX,"IDEXX Laboratories, Inc. - Common Stock",NASDAQ,US,9000
IDYA,"IDEAYA Biosciences, Inc. - Common Stock",NASDAQ,US,9000
IE,Ivanhoe Electric Inc. Common Stock,A,US,9000
IEAG,Infinite Eagle Acquisition Corp. - Class A Ordinary Shares,NASDAQ,US,9000
IEAGR,Infinite Eagle Acquisition Corp. - Rights,NASDAQ,US,9000
IEAGU,Infinite Eagle Acquisition Corp. - Unit,NASDAQ,US,9000
IEP,Icahn Enterprises L.P. - Depositary Units representing Limited Partner Interests,NASDAQ,US,9000
IESC,"IES Holdings, Inc. - Common Stock",NASDAQ,US,9000
IEX,IDEX Corporation Common Stock,N,US,9000
IFBD,"Infobird Co., Ltd - Ordinary Shares",NASDAQ,US,9000
IFF,"International Flavors & Fragrances, Inc. Common Stock",N,US,9000
IFN,"Aberdeen India Fund, Inc. Common Stock",N,US,9000
IFRX,InflaRx N.V. - Common Stock,NASDAQ,US,9000
IFS,Intercorp Financial Services Inc. Common Shares,N,US,9000
IGA,Voya Global Advantage and Premium Opportunity Fund Common Shares of Beneficial Interest,N,US,9000
IGAC,Invest Green Acquisition Corporation - Class A Ordinary Shares,NASDAQ,US,9000
IGACR,Invest Green Acquisition Corporation - Rights,NASDAQ,US,9000
IGACU,Invest Green Acquisition Corporation - Units,NASDAQ,US,9000
IGC,"IGC Pharma, Inc. Common Stock",A,US,9000
IGD,Voya Global Equity Dividend and Premium Opportunity Fund,N,US,9000
IGI,Western Asset Investment Grade Opportunity Trust Inc. Common Stock,N,US,9000
IGIC,International General Insurance Holdings Ltd. - Ordinary Shares,NASDAQ,US,9000
IGR,CBRE Global Real Estate Income Fund Common Shares of Beneficial Interest,N,US,9000
IH,"iHuman Inc. American depositary shares, each representing five Class A ordinary shares",N,US,9000
IHD,Voya Emerging Markets High Income Dividend Equity Fund Common Shares,N,US,9000
IHG,Intercontinental Hotels Group American Depositary Shares (Each representing one Ordinary Share),N,US,9000
IHRT,"iHeartMedia, Inc. - Class A Common Stock",NASDAQ,US,9000
IHS,IHS Holding Limited Ordinary Shares,N,US,9000
IHT,InnSuites Hospitality Trust Shares of Beneficial Interest,A,US,9000
IIF,"Morgan Stanley India Investment Fund, Inc. Common Stock",N,US,9000
III,"Information Services Group, Inc. - Common Stock",NASDAQ,US,9000
IIIN,"Insteel Industries, Inc. Common Stock",N,US,9000
IIIV,"i3 Verticals, Inc. - Common Stock",NASDAQ,US,9000
IIM,Invesco Value Municipal Income Trust Common Stock,N,US,9000
IIPR,"Innovative Industrial Properties, Inc. Common Stock",N,US,9000
IKT,"Inhibikase Therapeutics, Inc. - Common Stock",NASDAQ,US,9000
ILAG,Intelligent Living Application Group Inc. - Ordinary Shares,NASDAQ,US,9000
ILLR,Triller Group Inc. - Common Stock,NASDAQ,US,9000
ILLRW,Triller Group Inc. - Warrant,NASDAQ,US,9000
ILLU,Illumination Acquisition Corp I - Class A Ordinary Shares,NASDAQ,US,9000
ILLUU,Illumination Acquisition Corp I - Units,NASDAQ,US,9000
ILLUW,Illumination Acquisition Corp I - Warrant,NASDAQ,US,9000
ILMN,"Illumina, Inc. - Common Stock",NASDAQ,US,9000
ILPT,Industrial Logistics Properties Trust - Common Shares of Beneficial Interest,NASDAQ,US,9000
IMA,"ImageneBio, Inc. - Common Stock",NASDAQ,US,9000
IMAX,Imax Corporation Common Stock,N,US,9000
IMCC,IM Cannabis Corp. - Common Shares,NASDAQ,US,9000
IMCR,Immunocore Holdings plc - American Depositary Shares,NASDAQ,US,9000
IMDX,Insight Molecular Diagnostics Inc. - Common Stock,NASDAQ,US,9000
IMKTA,"Ingles Markets, Incorporated - Class A Common Stock",NASDAQ,US,9000
IMMP,Immutep Limited - American Depositary Shares,NASDAQ,US,9000
IMMR,Immersion Corporation - Common Stock,NASDAQ,US,9000
IMMX,"Immix Biopharma, Inc. - Common Stock",NASDAQ,US,9000
IMNM,"Immunome, Inc. - Common Stock",NASDAQ,US,9000
IMNN,"Imunon, Inc. - Common Stock",NASDAQ,US,9000
IMO,Imperial Oil Limited Common Stock,A,US,9000
IMOS,ChipMOS TECHNOLOGIES INC. - American Depositary Shares,NASDAQ,US,9000
IMPP,Imperial Petroleum Inc. - Common Shares,NASDAQ,US,9000
IMPPP,Imperial Petroleum Inc. - 8.75% Series A Cumulative Redeemable Perpetual Preferred Shares,NASDAQ,US,9000
IMRN,Immuron Limited - American Depositary Shares,NASDAQ,US,9000
IMRX,Immuneering Corporation - Class A Common Stock,NASDAQ,US,9000
IMSR,Terrestrial Energy Inc. - Common Stock,NASDAQ,US,9000
IMSRW,Terrestrial Energy Inc. - Warrant,NASDAQ,US,9000
IMTE,Integrated Media Technology Limited - Ordinary Shares,NASDAQ,US,9000
IMTX,Immatics N.V. - Ordinary Shares,NASDAQ,US,9000
IMUX,"Immunic, Inc.  - Common Stock",NASDAQ,US,9000
IMVT,"Immunovant, Inc.  - Common Stock",NASDAQ,US,9000
IMXI,"International Money Express, Inc. - Common Stock",NASDAQ,US,9000
INAB,"IN8bio, Inc. - Common Stock",NASDAQ,US,9000
INAC,Indigo Acquisition Corp. - Ordinary Shares,NASDAQ,US,9000
INACR,Indigo Acquisition Corp. - Right,NASDAQ,US,9000
INACU,Indigo Acquisition Corp. - Unit,NASDAQ,US,9000
INBK,First Internet Bancorp - Common Stock,NASDAQ,US,9000
INBKZ,First Internet Bancorp - Fixed-to-Floating Rate Subordinated Notes Due 2029,NASDAQ,US,9000
INBS,Intelligent Bio Solutions Inc.  - Common Stock,NASDAQ,US,9000
INBX,"Inhibrx Biosciences, Inc. - Common Stock",NASDAQ,US,9000
INCR,Intercure Ltd. - ordinary shares,NASDAQ,US,9000
INCY,Incyte Corporation - Common Stock,NASDAQ,US,9000
INDB,Independent Bank Corp. - Common Stock,NASDAQ,US,9000
INDI,"indie Semiconductor, Inc. - Class A Common Stock",NASDAQ,US,9000
INDO,Indonesia Energy Corporation Limited Ordinary Shares,A,US,9000
INDP,"Indaptus Therapeutics, Inc. - Common Stock",NASDAQ,US,9000
INDV,"Indivior Pharmaceuticals, Inc.  - Common Stock",NASDAQ,US,9000
INEO,INNEOVA Holdings Limited - Class A Ordinary Shares,NASDAQ,US,9000
INFQ,"Infleqtion, Inc. Common Stock",N,US,9000
INFQ.W,"Infleqtion, Inc. Warrants, each whole warrant exercisable for one share of Common Stock at an exercise price of $11.50 per share",N,US,9000
INFU,"InfuSystems Holdings, Inc. Common Stock",A,US,9000
INFY,Infosys Limited American Depositary Shares,N,US,9000
ING,"ING Group, N.V. Common Stock",N,US,9000
INGM,Ingram Micro Holding Corporation Common Stock,N,US,9000
INGN,"Inogen, Inc - Common Stock",NASDAQ,US,9000
INGR,Ingredion Incorporated Common Stock,N,US,9000
INHD,Inno Holdings Inc. - Common Stock,NASDAQ,US,9000
INIO,INNIO N.V. - Ordinary Shares,NASDAQ,US,9000
INKT,"MiNK Therapeutics, Inc. - Common Stock",NASDAQ,US,9000
INLF,INLIF LIMITED - Class A Ordinary shares,NASDAQ,US,9000
INLX,"Intellinetics, Inc. Common Stock",A,US,9000
